text@evg1967m	@evg1967m	2.442	3.44	Я вообще не хотел бы умирать
text@evg1967m	@evg1967m	4.073	4.553	Честно говоря
text@evg1967m	@evg1967m	5.06	6.972	Придётся/ но я об этом не знаю же ничего
text@evg1967m	@evg1967m	7.544	8.626	Никто про это ничего не знает
text@evg1967m	@evg1967m	14.915	20.808	Э/ вот так как сейчас// но только э// с/ не с таким хорошим самочувствием
text@evg1967m	@evg1967m	23.133	23.32	Вот
text@evg1967m	@evg1967m	23.866	25.562	Э очень надеюсь на
text@evg1967m	@evg1967m	26.615	32.997	Я уже знаю да  я уже всё-таки ношу очки и у меня /зрение// плюс два с половиной
text@evg1967m	@evg1967m	34.304	48.438	Э я/ помню как появилось ну как когда я понял что у меня зрение стало хуже я пон... понял что если взбегу быстро по лестнице на третий этаж эээ, я... я// долго/ прихожу// в норму
text@evg1967m	@evg1967m	49.944	51.274	Ну то есть ну там несколько минут
text@evg1967m	@evg1967m	51.765	52.698	И сердце колотится
text@evg1967m	@evg1967m	53.689	58.029	Э я не могу так далеко бросить... бросить камень, как бросал его ещё десять лет назад
text@evg1967m	@evg1967m	58.083	61.273	Я понимаю да что вот/ признаки возраста// Есть
text@evg1967m	@evg1967m	61.676	63.054	Признаки разрушения
text@evg1967m	@evg1967m	63.925	65.05	Уже я их вижу
text@evg1967m	@evg1967m	65.473	66.076	Но
text@evg1967m	@evg1967m	67.053	72.771	Я же всё равно изнутри себя вижу// мир так же как я его и видел// прежде
text@evg1967m	@evg1967m	73.903	75.493	И поэтому я не ощущаю возраста
text@evg1967m	@evg1967m	76.348	76.885	А
text@evg1967m	@evg1967m	77.234	79.611	Когда я смотрю на свой дом/ со стороны
text@evg1967m	@evg1967m	80.283	81.759	Красивый дом в Калининграде в центре
text@evg1967m	@evg1967m	82.617	84.988	И думаю я взрослый человек как забавно у меня есть дом
text@evg1967m	@evg1967m	85.793	85.866	#смеётся#
text@evg1967m	@evg1967m	86.676	87.358	У меня есть дети
text@evg1967m	@evg1967m	89.328	90.716	А и
text@evg1967m	@evg1967m	91.597	92.848	У меня есть деньги/ например
text@evg1967m	@evg1967m	95.061	95.897	А так вот странно
text@evg1967m	@evg1967m	95.992	96.074	#смеётся#
text@evg1967m	@evg1967m	103.756	104.273	Абсолютно
text@evg1967m	@evg1967m	114.628	115.94	Я об этом пишу сейчас пьесу
text@evg1967m	@evg1967m	117.477	125.476	И как раз там/ об этом/ много говорится, я помню/ Когда я настолько сильно захотел этот дом а у меня не было/ м...
text@evg1967m	@evg1967m	129.034	130.943	Я родился и вырос в Кемерово
text@evg1967m	@evg1967m	131.142	133.585	Я прожил там тридцать два года с момента рождения
text@evg1967m	@evg1967m	133.747	136.477	И когда мне говорят вы мечтали о таком доме я говорю я не мог о нём мечтать и вообще
text@evg1967m	@evg1967m	136.88	140.787	О своём частном доме/ э/ человек живущий в Кемерово в общем не может мечтать
text@evg1967m	@evg1967m	140.797	142.419	Или это будет дом где-то в деревне
text@evg1967m	@evg1967m	142.436	146.112	Он представляет так... Ну такой вот дом с огородом там что-то такое там комары летают
text@evg1967m	@evg1967m	146.627	149.793	Копай картошку/ ну вот это корова там в сарае/ баня
text@evg1967m	@evg1967m	150.529	159.619	Нет вот такой дом как то что у меня есть/ то есть дом// городской дом/ отдельный дом как вот европейский у меня я об этом// не мог мечтать
text@evg1967m	@evg1967m	160.669	160.938	И
text@evg1967m	@evg1967m	162.292	163.224	Я его очень хотел купить
text@evg1967m	@evg1967m	163.713	167.296	Очень мне он так понравился что я так хотел и там было бо... большие сложности
text@evg1967m	@evg1967m	168.663	173.355	И в течение// года шли эти сделки и... я прямо ну был в азарте
text@evg1967m	@evg1967m	174.215	175.359	Пьеса дом написана 
text@evg1967m	@evg1967m	176.068	177.154	Эээ собственно
text@evg1967m	@evg1967m	177.397	181.299	Это документальная пьеса о том как я покупал этот дом я его занимал деньги там ну вот это
text@evg1967m	@evg1967m	182.778	183.521	Я очень хотел
text@evg1967m	@evg1967m	183.696	185.683	И потом/ всё он стал моим домом
text@evg1967m	@evg1967m	186.106	188.51	Потом была длительная реконструкция этого дома
text@evg1967m	@evg1967m	188.54	191.993	И всё и вот теперь дом/ в котором я могу зайти/ и жить/ и я зашёл
text@evg1967m	@evg1967m	192.96	193.655	А мне было?
text@evg1967m	@evg1967m	194.377	196.102	На тот момент всего там сорок три года
text@evg1967m	@evg1967m	197.246	197.883	Десять лет назад
text@evg1967m	@evg1967m	199.693	202.288	Я подумал вот/ этот дом// это моё последнее жильё
text@evg1967m	@evg1967m	203.145	205.335	Здесь я встречу старость и смерть/ в этом доме
text@evg1967m	@evg1967m	206.33	208.223	И мне это не понравилось абсолютно
text@evg1967m	@evg1967m	208.729	210.199	А через пару лет мне это понравилось
text@evg1967m	@evg1967m	211.444	212.782	Именно это мне и понравилось
text@evg1967m	@evg1967m	213.51	216.146	Но в тот момент это было да я что-то я как... к... м...
text@evg1967m	@evg1967m	216.733	220.428	Я не не захотел с этим мириться то что это то то
text@evg1967m	@evg1967m	221.315	221.692	А
text@evg1967m	@evg1967m	221.973	222.973	И м
text@evg1967m	@evg1967m	224.273	227.73	Я п... я/ в сущности сейчас пишу пьесу про/ то как
text@evg1967m	@evg1967m	228.445	233.746	Эээ человек// продаёт свой// дом в котором/ было всё
text@evg1967m	@evg1967m	234.444	239.903	Но// этот дом/ это жильё вот это// в нём умер любимый человек
text@evg1967m	@evg1967m	241.006	242.277	А из него разъехались дети
text@evg1967m	@evg1967m	242.667	244.773	И человек остаётся в этом пространстве один
text@evg1967m	@evg1967m	246.108	249.41	И// это женщина это героиня этой пьесы, вот та самая Марина
text@evg1967m	@evg1967m	249.882	250.147	Да
text@evg1967m	@evg1967m	250.828	257.854	Она говорит детям которые не понимают её решения/ вот/ уехать отсюда из это она говорит/ вы понимаете я осталась в этом доме одна
text@evg1967m	@evg1967m	259.081	260.419	А в этом доме нет ничего моего
text@evg1967m	@evg1967m	261.097	263.276	Ничего моего здесь нет то есть/ здесь только всё наше
text@evg1967m	@evg1967m	264.365	266.0	Она говорит у меня есть моя любимая чашка
